id	uri	name	diva	effect	howToGet	image	lastUpdated
010017	/game/977/wiki/%e6%ad%8c%e5%a7%ab_%e8%a1%a3%e8%a3%85_%e3%83%95%e3%83%ac%e3%82%a4%e3%82%a2%e3%83%bb%e3%83%b4%e3%82%a3%e3%82%aa%e3%83%b3_%e3%83%95%e3%83%ad%e3%83%bc%e3%83%a9%e3%83%ab%e3%82%b5%e3%83%9e%e3%83%bc	フローラルサマー	フレイア・ヴィオン	ボイスチャーム6%アップ	夏色にときめいて	https://cdn-image.pf.dena.com/fa9c327e33426cd5e3dff097aa3feee754c90f9a/1/4c460f70-717c-3ddb-82c2-4b8997bba8cd.png	2019/08/11 12:00
010018	/game/977/wiki/%e6%ad%8c%e5%a7%ab_%e8%a1%a3%e8%a3%85_%e3%83%95%e3%83%ac%e3%82%a4%e3%82%a2%e3%83%bb%e3%83%b4%e3%82%a3%e3%82%aa%e3%83%b3_%e3%83%9d%e3%83%83%e3%83%97%e3%83%bb%e3%83%84%e3%82%a4%e3%82%b9%e3%82%bf%e3%83%bc	ポップ・ツイスター	フレイア・ヴィオン	トータル5％アップ	時を超えてキラッ☆	https://cdn-image.pf.dena.com/fa9c327e33426cd5e3dff097aa3feee754c90f9a/1/95b519e9-a7cd-3db7-8fc2-d0fbb1ccfd3e.png	2019/08/31 12:00
010019	/game/977/wiki/%e6%ad%8c%e5%a7%ab_%e8%a1%a3%e8%a3%85_%e3%83%95%e3%83%ac%e3%82%a4%e3%82%a2%e3%83%bb%e3%83%b4%e3%82%a3%e3%82%aa%e3%83%b3_%e3%83%9b%e3%83%83%e3%83%88%e3%83%aa%e3%83%aa%e3%82%b9	ホットリリス	フレイア・ヴィオン	ソウル＆ライフ8%アップ	月夜に輝く訪問者	https://cdn-image.pf.dena.com/fa9c327e33426cd5e3dff097aa3feee754c90f9a/1/23bf0d4b-e668-3b2d-87a1-b213f2722384.png	2019/10/12 12:00
010020	/game/977/wiki/%e6%ad%8c%e5%a7%ab_%e8%a1%a3%e8%a3%85_%e3%83%95%e3%83%ac%e3%82%a4%e3%82%a2%e3%83%bb%e3%83%b4%e3%82%a3%e3%82%aa%e3%83%b3_%e3%82%af%e3%83%ad%e3%82%b9%e3%82%aa%e3%83%bc%e3%83%90%e3%83%bc%e3%83%bb%e3%83%91%e3%83%83%e3%82%b7%e3%83%a7%e3%83%b3	クロスオーバー・パッション	フレイア・ヴィオン	愛属性プレートの全ステータス5％アップ	ハッピー×バースデイ	https://cdn-image.pf.dena.com/fa9c327e33426cd5e3dff097aa3feee754c90f9a/1/1fed7b55-e35b-3b60-a0c2-88d840fc7b17.png	2019/10/31 12:00
010021	/game/977/wiki/%e6%ad%8c%e5%a7%ab_%e8%a1%a3%e8%a3%85_%e3%83%95%e3%83%ac%e3%82%a4%e3%82%a2%e3%83%bb%e3%83%b4%e3%82%a3%e3%82%aa%e3%83%b3_%e3%82%a2%e3%83%97%e3%83%95%e3%82%a7%e3%83%ab%e3%83%bb%e3%82%b7%e3%83%a7%e3%82%b3%e3%83%a9%e3%83%bc%e3%83%87	アプフェル・ショコラーデ	フレイア・ヴィオン	トータル10％アップ	甘くハートを光らせて	https://cdn-image.pf.dena.com/fa9c327e33426cd5e3dff097aa3feee754c90f9a/1/e780c3ae-a851-3a70-aed1-71498e025bc4.png	2020/01/31 11:50
010022	/game/977/wiki/%e6%ad%8c%e5%a7%ab_%e8%a1%a3%e8%a3%85_%e3%83%95%e3%83%ac%e3%82%a4%e3%82%a2%e3%83%bb%e3%83%b4%e3%82%a3%e3%82%aa%e3%83%b3_%e3%82%ad%e3%83%ab%e3%82%b7%e3%82%a7%e3%83%bb%e3%83%96%e3%83%a9%e3%82%a6%e3%83%88	キルシェ・ブラウト	フレイア・ヴィオン	ボイス12％アップ	天使に元気の色を	https://cdn-image.pf.dena.com/fa9c327e33426cd5e3dff097aa3feee754c90f9a/1/98fef78a-b2b3-301b-bdad-44bffa817283.png	2020/03/25 11:50
010023	/game/977/wiki/%e6%ad%8c%e5%a7%ab_%e8%a1%a3%e8%a3%85_%e3%83%95%e3%83%ac%e3%82%a4%e3%82%a2%e3%83%bb%e3%83%b4%e3%82%a3%e3%82%aa%e3%83%b3_%e3%83%a2%e3%83%bc%e3%83%87%e3%82%a3%e3%83%83%e3%82%b7%e3%83%a5%e3%83%bb%e3%83%b4%e3%82%a3%e3%83%b3%e3%83%88	モーディッシュ・ヴィント	フレイア・ヴィオン	命属性プレートの全ステータス5％アップ	都会に流れる風	https://cdn-image.pf.dena.com/fa9c327e33426cd5e3dff097aa3feee754c90f9a/1/c4fe2a43-d355-3bfe-a0c4-70ef1176ac5d.png	2020/04/11 11:50
010024	/game/977/wiki/%e6%ad%8c%e5%a7%ab_%e8%a1%a3%e8%a3%85_%e3%83%95%e3%83%ac%e3%82%a4%e3%82%a2%e3%83%bb%e3%83%b4%e3%82%a3%e3%82%aa%e3%83%b3_%e3%82%a2%e3%83%97%e3%83%95%e3%82%a7%e3%83%ab%e3%83%9f%e3%83%a5%e3%83%bc%e3%83%88%e3%82%b9	アプフェルミュートス	フレイア・ヴィオン	命属性プレートの全ステータス5％アップ	恋色にBLOOM	https://cdn-image.pf.dena.com/fa9c327e33426cd5e3dff097aa3feee754c90f9a/1/58520c95-7baf-3855-949a-e49f1e0a1ef1.png	2020/07/01 11:50
010025	/game/977/wiki/%e6%ad%8c%e5%a7%ab_%e8%a1%a3%e8%a3%85_%e3%83%95%e3%83%ac%e3%82%a4%e3%82%a2%e3%83%bb%e3%83%b4%e3%82%a3%e3%82%aa%e3%83%b3_%e3%82%af%e3%83%ad%e3%82%b9%e3%82%aa%e3%83%bc%e3%83%90%e3%83%bc%e3%83%bb%e3%83%aa%e3%83%83%e3%83%97	クロスオーバー・リップ	フレイア・ヴィオン	トータル10％アップ	たくさんの色を集めて	https://cdn-image.pf.dena.com/fa9c327e33426cd5e3dff097aa3feee754c90f9a/1/04abc474-17b4-36f4-81bf-05db7588077e.png	2020/07/31 11:50
020001	/game/977/wiki/%e6%ad%8c%e5%a7%ab_%e8%a1%a3%e8%a3%85_%e7%be%8e%e9%9b%b2%e3%83%bb%e3%82%ae%e3%83%b3%e3%83%8c%e3%83%a1%e3%83%bc%e3%83%ab_%e3%83%af%e3%83%ab%e3%82%ad%e3%83%a5%e3%83%bc%e3%83%ac%e3%83%bb%e3%83%a6%e3%83%8b%e3%83%95%e3%82%a9%e3%83%bc%e3%83%a0	ワルキューレ・ユニフォーム	美雲・ギンヌメール	効果なし	最初から所持	https://cdn-image.pf.dena.com/fa9c327e33426cd5e3dff097aa3feee754c90f9a/1/8861e37d-b7df-387b-9f35-14495e15c671.png	2018/04/04 15:00
020002	/game/977/wiki/%e6%ad%8c%e5%a7%ab_%e8%a1%a3%e8%a3%85_%e7%be%8e%e9%9b%b2%e3%83%bb%e3%82%ae%e3%83%b3%e3%83%8c%e3%83%a1%e3%83%bc%e3%83%ab_%e3%82%b7%e3%83%a5%e3%83%88%e3%83%a9%e3%83%bc%e3%83%ab	シュトラール	美雲・ギンヌメール	全ステータス2％アップ	It's show time!	https://cdn-image.pf.dena.com/fa9c327e33426cd5e3dff097aa3feee754c90f9a/1/f8638649-a726-36f0-982c-1c998d97f4c9.png	2017/09/11 15:00
020003	/game/977/wiki/%e6%ad%8c%e5%a7%ab_%e8%a1%a3%e8%a3%85_%e7%be%8e%e9%9b%b2%e3%83%bb%e3%82%ae%e3%83%b3%e3%83%8c%e3%83%a1%e3%83%bc%e3%83%ab_%e3%83%95%e3%82%a7%e3%82%a2%e3%82%af%e3%83%a9%e3%82%a4%e3%83%89%e3%82%a5%e3%83%b3%e3%82%b0	フェアクライドゥング	美雲・ギンヌメール	ソウル10％アップ	潜入エネミーライン	https://cdn-image.pf.dena.com/fa9c327e33426cd5e3dff097aa3feee754c90f9a/1/0834327e-c445-38ea-a6ba-5661233bf565.png	2017/09/11 15:00
020004	/game/977/wiki/%e6%ad%8c%e5%a7%ab_%e8%a1%a3%e8%a3%85_%e7%be%8e%e9%9b%b2%e3%83%bb%e3%82%ae%e3%83%b3%e3%83%8c%e3%83%a1%e3%83%bc%e3%83%ab_%e3%82%a8%e3%83%bc%e3%83%87%e3%83%ab%e3%83%bb%e3%82%b7%e3%83%a5%e3%83%b4%e3%82%a1%e3%83%b3	エーデル・シュヴァン	美雲・ギンヌメール	サポート10％アップ	揺らぐ思い	https://cdn-image.pf.dena.com/fa9c327e33426cd5e3dff097aa3feee754c90f9a/1/38476dd3-5ecc-3744-9738-0dae93ccd84f.png	2017/11/18 15:00
020005	/game/977/wiki/%e6%ad%8c%e5%a7%ab_%e8%a1%a3%e8%a3%85_%e7%be%8e%e9%9b%b2%e3%83%bb%e3%82%ae%e3%83%b3%e3%83%8c%e3%83%a1%e3%83%bc%e3%83%ab_%e3%83%a2%e3%83%bc%e3%83%b3%e3%83%88%e3%82%b7%e3%83%a3%e3%82%a4%e3%83%b3	モーントシャイン	美雲・ギンヌメール	トータル3％アップ	戦乙女に誘われて	https://cdn-image.pf.dena.com/fa9c327e33426cd5e3dff097aa3feee754c90f9a/1/387e1a0b-913c-3ff8-b9bb-998f2c62e9e0.png	2018/01/25 15:00
020006	/game/977/wiki/%e6%ad%8c%e5%a7%ab_%e8%a1%a3%e8%a3%85_%e7%be%8e%e9%9b%b2%e3%83%bb%e3%82%ae%e3%83%b3%e3%83%8c%e3%83%a1%e3%83%bc%e3%83%ab_%e3%83%a9%e3%82%a4%e3%83%87%e3%83%b3%e3%82%b7%e3%83%a3%e3%83%95%e3%83%88	ライデンシャフト	美雲・ギンヌメール	チャーム10％アップ	LIVEへようこそ！	https://cdn-image.pf.dena.com/fa9c327e33426cd5e3dff097aa3feee754c90f9a/1/1592e450-f704-38da-a9b1-9c67c98c17f1.png	2018/02/24 15:00
020007	/game/977/wiki/%e6%ad%8c%e5%a7%ab_%e8%a1%a3%e8%a3%85_%e7%be%8e%e9%9b%b2%e3%83%bb%e3%82%ae%e3%83%b3%e3%83%8c%e3%83%a1%e3%83%bc%e3%83%ab_%e3%83%ac%e3%82%be%e3%83%8a%e3%83%b3%e3%83%84	レゾナンツ	美雲・ギンヌメール	命属性プレートの全ステータス3％アップ	真心を歌って	https://cdn-image.pf.dena.com/fa9c327e33426cd5e3dff097aa3feee754c90f9a/1/8c708a2e-87f4-329d-9ff2-2bd9aa78a8f3.png	2018/04/04 15:00
020008	/game/977/wiki/%e6%ad%8c%e5%a7%ab_%e8%a1%a3%e8%a3%85_%e7%be%8e%e9%9b%b2%e3%83%bb%e3%82%ae%e3%83%b3%e3%83%8c%e3%83%a1%e3%83%bc%e3%83%ab_%e3%83%95%e3%82%a7%e3%82%a2%e3%83%9c%e3%83%bc%e3%83%86%e3%83%8d	フェアボーテネ	美雲・ギンヌメール	ソウルチャーム6%アップ	歌声は潮風と共に	https://cdn-image.pf.dena.com/fa9c327e33426cd5e3dff097aa3feee754c90f9a/1/50504329-53de-34e9-a6ed-d3eedc34fecc.png	2018/08/03 15:00
020009	/game/977/wiki/%e6%ad%8c%e5%a7%ab_%e8%a1%a3%e8%a3%85_%e7%be%8e%e9%9b%b2%e3%83%bb%e3%82%ae%e3%83%b3%e3%83%8c%e3%83%a1%e3%83%bc%e3%83%ab_%e3%83%95%e3%82%a9%e3%83%bc%e3%82%a2%e3%83%bb%e3%82%b7%e3%83%a5%e3%83%88%e3%83%bc%e3%82%b9	フォーア・シュトース	美雲・ギンヌメール	トータル＆ライフ3%アップ	女神の神秘な歌声	https://cdn-image.pf.dena.com/fa9c327e33426cd5e3dff097aa3feee754c90f9a/1/cafc0187-734b-3170-a1aa-d13e3a3734cb.png	2018/11/30 15:00
020010	/game/977/wiki/%e6%ad%8c%e5%a7%ab_%e8%a1%a3%e8%a3%85_%e7%be%8e%e9%9b%b2%e3%83%bb%e3%82%ae%e3%83%b3%e3%83%8c%e3%83%a1%e3%83%bc%e3%83%ab_%e3%82%b7%e3%83%a5%e3%83%b4%e3%82%a1%e3%83%ab%e3%83%84%e3%82%a7%e3%83%bb%e3%83%ac%e3%83%bc%e3%83%84%e3%82%a7%e3%83%ab	シュヴァルツェ・レーツェル	美雲・ギンヌメール	ボイス10％アップ	とろける恋の口どけ	https://cdn-image.pf.dena.com/fa9c327e33426cd5e3dff097aa3feee754c90f9a/1/47d7d16c-94ef-33a7-8846-5b8449e3c707.png	2019/02/12 15:00
020011	/game/977/wiki/%e6%ad%8c%e5%a7%ab_%e8%a1%a3%e8%a3%85_%e7%be%8e%e9%9b%b2%e3%83%bb%e3%82%ae%e3%83%b3%e3%83%8c%e3%83%a1%e3%83%bc%e3%83%ab_%e3%82%b7%e3%83%a5%e3%83%86%e3%83%ab%e3%83%8d%e3%83%b3%e3%83%bb%e3%83%95%e3%82%a1%e3%82%a4%e3%83%ab%e3%83%92%e3%82%a7%e3%83%b3	シュテルネン・ファイルヒェン	美雲・ギンヌメール	ソウル10％アップ	神出鬼没の綺羅星	https://cdn-image.pf.dena.com/fa9c327e33426cd5e3dff097aa3feee754c90f9a/1/4877a729-1d64-3855-98cc-b57b86b8e0b1.png	2019/03/21 15:00
020012	/game/977/wiki/%e6%ad%8c%e5%a7%ab_%e8%a1%a3%e8%a3%85_%e7%be%8e%e9%9b%b2%e3%83%bb%e3%82%ae%e3%83%b3%e3%83%8c%e3%83%a1%e3%83%bc%e3%83%ab_%e3%83%9f%e3%83%a5%e3%82%b9%e3%83%86%e3%82%a3%e3%82%ab%e3%83%bb%e3%83%96%e3%83%a9%e3%82%a6%e3%83%88	ミュスティカ・ブラウト	美雲・ギンヌメール	トータル＆ライフ3%アップ	天使と女神の祝福を	https://cdn-image.pf.dena.com/fa9c327e33426cd5e3dff097aa3feee754c90f9a/1/efcb3a53-34f4-3722-ba44-ce788e45022b.png	2019/06/02 15:00
020013	/game/977/wiki/%e6%ad%8c%e5%a7%ab_%e8%a1%a3%e8%a3%85_%e7%be%8e%e9%9b%b2%e3%83%bb%e3%82%ae%e3%83%b3%e3%83%8c%e3%83%a1%e3%83%bc%e3%83%ab_%e3%83%95%e3%83%ad%e3%83%bc%e3%83%a9%e3%83%ab%e3%82%b5%e3%83%9e%e3%83%bc	フローラルサマー	美雲・ギンヌメール	トータル＆サポート3%アップ	純情 サマーブレイク	https://cdn-image.pf.dena.com/fa9c327e33426cd5e3dff097aa3feee754c90f9a/1/37e5235a-43eb-35a7-8ed6-b0350e67a8f7.png	2019/08/01 12:00
020014	/game/977/wiki/%e6%ad%8c%e5%a7%ab_%e8%a1%a3%e8%a3%85_%e7%be%8e%e9%9b%b2%e3%83%bb%e3%82%ae%e3%83%b3%e3%83%8c%e3%83%a1%e3%83%bc%e3%83%ab_%e3%83%97%e3%83%ab%e3%82%b7%e3%82%a2%e3%83%b3%e3%83%bb%e3%82%b4%e3%83%bc%e3%82%b8%e3%83%a3%e3%82%b9	プルシアン・ゴージャス	美雲・ギンヌメール	トータル5％アップ	千夜を超える歌	https://cdn-image.pf.dena.com/fa9c327e33426cd5e3dff097aa3feee754c90f9a/1/3e231d01-4f0b-3298-823d-bfc6bab1e094.png	2019/09/11 12:00
020015	/game/977/wiki/%e6%ad%8c%e5%a7%ab_%e8%a1%a3%e8%a3%85_%e7%be%8e%e9%9b%b2%e3%83%bb%e3%82%ae%e3%83%b3%e3%83%8c%e3%83%a1%e3%83%bc%e3%83%ab_%e3%83%9f%e3%82%b9%e3%83%86%e3%82%a3%e3%83%bb%e3%82%aa%e3%83%95%e3%82%a3%e3%82%b5%e3%83%bc	ミスティ・オフィサー	美雲・ギンヌメール	チャーム10％アップ	Prison Stream	https://cdn-image.pf.dena.com/fa9c327e33426cd5e3dff097aa3feee754c90f9a/1/4f1bd442-8271-33fa-a402-e95207ecd7b4.png	2019/10/18 12:00
020016	/game/977/wiki/%e6%ad%8c%e5%a7%ab_%e8%a1%a3%e8%a3%85_%e7%be%8e%e9%9b%b2%e3%83%bb%e3%82%ae%e3%83%b3%e3%83%8c%e3%83%a1%e3%83%bc%e3%83%ab_%e3%82%af%e3%83%ad%e3%82%b9%e3%82%aa%e3%83%bc%e3%83%90%e3%83%bc%e3%83%bb%e3%83%95%e3%82%a1%e3%83%93%e3%83%a5%e3%83%a9%e3%82%b9	クロスオーバー・ファビュラス	美雲・ギンヌメール	命属性プレートの全ステータス5％アップ	女神たちの誕生歌	https://cdn-image.pf.dena.com/fa9c327e33426cd5e3dff097aa3feee754c90f9a/1/525bbf0f-e00c-3d90-be91-826bf2cb6608.png	2019/11/02 12:00
020017	/game/977/wiki/%e6%ad%8c%e5%a7%ab_%e8%a1%a3%e8%a3%85_%e7%be%8e%e9%9b%b2%e3%83%bb%e3%82%ae%e3%83%b3%e3%83%8c%e3%83%a1%e3%83%bc%e3%83%ab_%e3%82%ad%e3%83%a2%e3%83%8e%e3%83%bb%e3%82%af%e3%83%8e%e3%82%a4%e3%83%81	キモノ・クノイチ	美雲・ギンヌメール	星属性プレートの全ステータス5％アップ	初春の装い	https://cdn-image.pf.dena.com/fa9c327e33426cd5e3dff097aa3feee754c90f9a/1/f71e9da5-5f0a-39d9-9ada-7e5f6a05753d.png	2020/01/03 12:00
